,pair,freq
32177,aripiprazole/C0235886,4
32178,risperidone/C0231749,1
32179,eptifibatide/C0231530,1
32180,eptifibatide/C0015644,1
32181,eptifibatide/C0027066,1
32182,eptifibatide/C0856099,1
32183,simvastatin/C0240449,2
32184,famotidine/C0856133,1
32185,hydromorphone/C0917799,1
32186,ondansetron/C0917799,1
32187,famotidine/C0917799,1
32188,acetaminophen/C0917799,2
32189,phenytoin/C0917799,1
32190,oxybutynin/C0221232,3
32191,ceftazidime/C0020440,3
32192,oseltamivir/C0036396,1
32193,cisatracurium/C0036396,1
32194,tiotropium/C0221170,2
32195,alendronate/C0024031,2
32196,montelukast/C0549335,2
32197,simvastatin/C0549335,2
32198,sertraline/C0427055,2
32199,pravastatin/C0549335,1
32200,pravastatin/C0151826,1
32201,pravastatin/C0020440,1
32202,alendronate/C2129214,1
32203,verapamil/C0221170,1
32204,montelukast/C0700590,7
32205,tiotropium/C0549335,1
32206,montelukast/C0151826,1
32207,lorazepam/C0549335,4
32208,azithromycin/C0549335,2
32209,oxycodone/C0549335,2
32210,finasteride/C0231875,5
32211,simvastatin/C0857027,1
32212,glipizide/C0857027,1
32213,ondansetron/C0857027,4
32214,gabapentin/C0857027,1
32215,metformin/C0857027,1
32216,citalopram/C0857027,2
32217,bortezomib/C0004093,1
32218,dronedarone/C0037011,1
32219,dronedarone/C0008031,1
32220,bumetanide/C1260922,1
32221,bumetanide/C0425492,1
32222,ketorolac/C0008035,3
32223,risperidone/C0234369,1
32224,adenosine/C0016204,1
32225,simvastatin/C1167842,2
32226,donepezil/C0231749,1
32227,venlafaxine/C0743323,1
32228,venlafaxine/C0231749,2
32229,penicillin/C0234215,2
32230,metolazone/C0024031,2
32231,allopurinol/C0687713,2
32232,milrinone/C0158369,1
32233,penicillin/C0205204,4
32234,niacin/C0239376,1
32235,ciprofloxacin/C0158369,3
32236,midodrine/C0700590,3
32237,penicillin/C0687713,1
32238,acetaminophen/C0239376,1
32239,penicillin/C0221161,2
32240,metoclopramide/C0158369,2
32241,valsartan/C0158369,1
32242,ciprofloxacin/C0239376,1
32243,sevelamer/C0239885,1
32244,atorvastatin/C0239376,1
32245,valsartan/C0023222,1
32246,penicillin/C0700590,1
32247,allopurinol/C0239885,1
32248,sevelamer/C0158369,1
32249,niacin/C0158369,1
32250,metoclopramide/C0239376,1
32251,valsartan/C0239376,1
32252,furosemide/C0239376,1
32253,metoclopramide/C0239885,2
32254,metolazone/C0158369,1
32255,allopurinol/C0158369,2
32256,desmopressin/C0239885,1
32257,allopurinol/C0239376,1
32258,penicillin/C0281856,1
32259,allopurinol/C0549335,1
32260,fluticasone/C0549335,2
32261,linezolid/C0028081,1
32262,linezolid/C0028643,1
32263,gemfibrozil/C0085593,2
32264,gemfibrozil/C0231528,1
32265,gemfibrozil/C0020440,1
32266,gemfibrozil/C0085594,1
32267,dipyridamole/C0042963,3
32268,dipyridamole/C0008031,1
32269,dipyridamole/C0027497,1
32270,hydromorphone/C0085641,1
32271,acetaminophen/C0085641,2
32272,hydrochlorothiazide/C0016199,1
32273,zolpidem/C0085641,1
32274,hydrochlorothiazide/C1704212,1
32275,diazepam/C0013132,4
32276,nicotine/C0013132,1
32277,tiotropium/C0013132,1
32278,oxybutynin/C0026838,1
32279,tizanidine/C0026838,1
32280,neostigmine/C0037317,2
32281,terazosin/C0851578,2
32282,omeprazole/C0851578,4
32283,omeprazole/C1262141,4
32284,neostigmine/C1262141,2
32285,glycopyrrolate/C0851578,2
32286,neostigmine/C0851578,2
32287,terazosin/C1262141,2
32288,omeprazole/C0037317,4
32289,glycopyrrolate/C0037317,2
32290,terazosin/C0037317,2
32291,glycopyrrolate/C1262141,2
32292,nicardipine/C0037274,3
32293,nicardipine/C0241136,1
32294,nicardipine/C1504383,1
32295,methocarbamol/C0037274,1
32296,labetalol/C0920289,1
32297,methocarbamol/C0427055,1
32298,cefazolin/C0920289,1
32299,nicardipine/C0242429,2
32300,methocarbamol/C0241136,1
32301,methocarbamol/C0242429,1
32302,hydromorphone/C0920289,1
32303,heparin/C0920289,1
32304,nicardipine/C0863084,3
32305,methocarbamol/C0920289,1
32306,methocarbamol/C0863084,1
32307,ondansetron/C0920289,1
32308,diazepam/C0920289,1
32309,methocarbamol/C0221170,1
32310,methocarbamol/C1504383,1
32311,dexamethasone/C0920289,1
32312,hydralazine/C0920289,1
32313,methocarbamol/C0233763,2
32314,omeprazole/C0240962,1
32315,zolpidem/C0240962,1
32316,dexamethasone/C0234373,1
32317,fosphenytoin/C0850149,2
32318,zonisamide/C0234373,1
32319,risperidone/C1291077,1
32320,nimodipine/C1291077,1
32321,oxcarbazepine/C0004604,3
32322,phenytoin/C1291077,3
32323,diltiazem/C0151315,3
32324,oxcarbazepine/C0026821,1
32325,oxcarbazepine/C0008031,6
32326,nimodipine/C0043144,4
32327,cefazolin/C1291077,1
32328,nimodipine/C0024031,1
32329,nimodipine/C0007815,1
32330,oxcarbazepine/C0018681,1
32331,metoclopramide/C1291077,2
32332,phenytoin/C0007815,2
32333,risperidone/C0024031,2
32334,risperidone/C0026821,1
32335,risperidone/C0151315,1
32336,oxcarbazepine/C0151315,1
32337,nimodipine/C0085593,1
32338,citalopram/C0151315,1
32339,citalopram/C1291077,2
32340,oxcarbazepine/C0007815,2
32341,oxcarbazepine/C1291077,1
32342,oxcarbazepine/C0085593,3
32343,oxcarbazepine/C0024031,1
32344,risperidone/C0221170,2
32345,tramadol/C0543392,1
32346,propranolol/C0543392,1
32347,lanthanum/C0221161,2
32348,lanthanum/C0240962,1
32349,tramadol/C0240962,1
32350,milrinone/C0857112,1
32351,captopril/C0857112,1
32352,atorvastatin/C0085635,2
32353,milrinone/C0085635,1
32354,hydralazine/C0085635,5
32355,captopril/C0085635,2
32356,amiodarone/C0085635,1
32357,adenosine/C0281856,2
32358,milrinone/C0281856,1
32359,colchicine/C0281856,1
32360,colchicine/C0006625,1
32361,adenosine/C0948786,1
32362,adenosine/C0235886,1
32363,adenosine/C0006625,1
32364,milrinone/C0006625,1
32365,alprazolam/C0043352,1
32366,alprazolam/C0027424,1
32367,alprazolam/C0231875,4
32368,dorzolamide/C0221232,3
32369,doxazosin/C0344232,1
32370,milrinone/C0041582,1
32371,doxycycline/C0041582,2
32372,timolol/C0232495,2
32373,nesiritide/C0030196,1
32374,milrinone/C0030196,1
32375,nifedipine/C0232292,3
32376,nifedipine/C0032617,1
32377,lisinopril/C0032617,3
32378,penicillin/C0003838,1
32379,clobetasol/C0876998,1
32380,penicillin/C0876998,1
32381,fosphenytoin/C1704212,1
32382,clindamycin/C0009024,1
32383,clobetasol/C0003838,1
32384,penicillin/C0009024,1
32385,clobetasol/C1704212,1
32386,rifabutin/C0553668,1
32387,clarithromycin/C0423636,1
32388,clarithromycin/C0028961,2
32389,metolazone/C0423636,1
32390,itraconazole/C0086439,1
32391,rifabutin/C0423636,1
32392,rifabutin/C0041582,1
32393,rifabutin/C0028259,1
32394,rifabutin/C0034642,1
32395,clarithromycin/C0016512,1
32396,linezolid/C0423636,1
32397,rifabutin/C0028961,1
32398,rifabutin/C0008031,1
32399,rifabutin/C0086439,1
32400,itraconazole/C0423636,1
32401,pamidronate/C0028961,2
32402,rifabutin/C0016512,1
32403,clarithromycin/C0034642,1
32404,tacrolimus/C0423636,1
32405,rosiglitazone/C0234238,2
32406,methylphenidate/C0853891,1
32407,methylphenidate/C0858219,1
32408,pamidronate/C0016382,1
32409,amphotericin/C0235299,2
32410,methylphenidate/C0423281,1
32411,methylphenidate/C1619733,1
32412,atenolol/C0030552,3
32413,azathioprine/C0004134,1
32414,pyridostigmine/C0014724,1
32415,azathioprine/C0014724,1
32416,pyridostigmine/C0232498,1
32417,amiodarone/C0522051,2
32418,pravastatin/C0522051,1
32419,loperamide/C0333243,7
32420,omeprazole/C0541976,1
32421,cefazolin/C0541976,1
32422,metoclopramide/C0541976,2
32423,amiodarone/C0541976,1
32424,nitroglycerin/C0541976,1
32425,gabapentin/C0043352,3
32426,finasteride/C0043352,1
32427,sertraline/C0043352,4
32428,dorzolamide/C0037763,2
32429,brimonidine/C0037763,1
32430,lorazepam/C0037763,2
32431,potassium/C0026825,5
32432,diltiazem/C0026825,1
32433,nicardipine/C0026825,2
32434,tiotropium/C0026825,1
32435,famotidine/C0026825,5
32436,atenolol/C0020440,4
32437,cefepime/C0026825,1
32438,nicardipine/C0020440,1
32439,lisinopril/C0026825,2
32440,hydralazine/C0026825,5
32441,clonidine/C0026825,1
32442,nicotine/C0026825,1
32443,diazepam/C0026825,1
32444,nicotine/C0232488,1
32445,tolterodine/C0037011,4
32446,esmolol/C0205204,1
32447,haloperidol/C0267716,2
32448,nifedipine/C0027424,1
32449,scopolamine/C0854303,1
32450,scopolamine/C0151786,2
32451,valsartan/C0854303,1
32452,valsartan/C0151786,1
32453,loperamide/C0012833,4
32454,loperamide/C0220870,1
32455,amitriptyline/C0344232,1
32456,amitriptyline/C0000729,1
32457,amitriptyline/C0220870,1
32458,timolol/C0231528,1
32459,latanoprost/C0014724,3
32460,allopurinol/C0521516,1
32461,timolol/C0235299,1
32462,timolol/C0014724,1
32463,timolol/C0521516,1
32464,latanoprost/C0521516,1
32465,latanoprost/C0231528,2
32466,latanoprost/C0030232,3
32467,tizanidine/C0850149,2
32468,tizanidine/C0232602,1
32469,nicotine/C0857112,1
32470,haloperidol/C0234233,1
32471,nicotine/C0234233,1
32472,lisinopril/C0234233,1
32473,octreotide/C0037011,5
32474,metronidazole/C0240840,1
32475,hydromorphone/C0240840,1
32476,lorazepam/C0240840,1
32477,ibuprofen/C0035305,1
32478,fentanyl/C0035305,2
32479,amitriptyline/C0035305,1
32480,nicardipine/C0035305,1
32481,nimodipine/C0035305,1
32482,nimodipine/C0016512,1
32483,amitriptyline/C0085636,1
32484,amitriptyline/C0016512,2
32485,phenytoin/C0035305,1
32486,apraclonidine/C0043144,1
32487,temazepam/C0235108,1
32488,betaxolol/C0235108,1
32489,apraclonidine/C0085631,1
32490,apraclonidine/C0004093,1
32491,apraclonidine/C0235108,1
32492,paroxetine/C0027424,1
32493,acyclovir/C0008033,3
32494,tobramycin/C0014724,1
32495,tigecycline/C0015970,2
32496,tigecycline/C0014724,1
32497,aztreonam/C0242429,1
32498,paroxetine/C1135120,4
32499,aztreonam/C0236071,1
32500,atenolol/C1135120,2
32501,ciprofloxacin/C0742339,1
32502,zafirlukast/C2004489,2
32503,zafirlukast/C0231218,2
32504,zafirlukast/C0086439,1
32505,betaxolol/C0086439,1
32506,famotidine/C0553713,3
32507,ceftriaxone/C0553713,1
32508,hydralazine/C0553713,1
32509,levetiracetam/C0553713,1
32510,labetalol/C0024902,1
32511,ibuprofen/C0024902,2
32512,hydralazine/C0024902,1
32513,nimodipine/C0553713,1
32514,clopidogrel/C0553713,1
32515,labetalol/C0553713,1
32516,clopidogrel/C0024902,1
32517,nimodipine/C0024902,1
32518,ceftriaxone/C0024902,1
32519,nicardipine/C0221161,4
32520,famotidine/C0024902,3
32521,levetiracetam/C0024902,1
32522,ibuprofen/C0553713,2
32523,metolazone/C0019214,1
32524,ceftriaxone/C0019209,3
32525,ceftriaxone/C0019214,1
32526,metolazone/C0019209,1
32527,lisinopril/C0019214,1
32528,fluconazole/C0019209,2
32529,fluconazole/C0013395,4
32530,mirtazapine/C0013395,2
32531,leucovorin/C0035508,2
32532,quetiapine/C0232495,1
32533,salmeterol/C0003838,1
32534,salmeterol/C0876998,1
32535,desmopressin/C0028259,3
32536,flecainide/C0034642,3
32537,flecainide/C0004604,1
32538,olanzapine/C0232487,6
32539,metronidazole/C0035305,1
32540,ceftriaxone/C0035305,1
32541,dexamethasone/C0013132,2
32542,pregabalin/C0241136,1
32543,pregabalin/C0013132,1
32544,zolpidem/C0522251,1
32545,clindamycin/C0522251,1
32546,dexamethasone/C0522251,2
32547,sertraline/C0578454,1
32548,sertraline/C0522251,1
32549,bupropion/C0522251,1
32550,bupropion/C0236000,1
32551,pregabalin/C0019825,1
32552,pregabalin/C0578454,1
32553,lamotrigine/C0522251,1
32554,tramadol/C0013132,2
32555,lamotrigine/C0019825,1
32556,pregabalin/C0236000,1
32557,tramadol/C0578454,1
32558,pregabalin/C0242429,1
32559,pregabalin/C0863084,2
32560,pregabalin/C0522251,1
32561,pregabalin/C0037274,2
32562,zolpidem/C0236000,1
32563,pregabalin/C1504383,1
32564,bupropion/C0013132,2
32565,bupropion/C0578454,1
32566,lamotrigine/C0231528,2
32567,atenolol/C0562483,1
32568,hydrochlorothiazide/C1291077,1
32569,phenytoin/C0221512,1
32570,hydrochlorothiazide/C0232493,3
32571,phenytoin/C0232493,1
32572,allopurinol/C1291077,2
32573,hydrochlorothiazide/C0221512,3
32574,voriconazole/C0037384,1
32575,aztreonam/C0027796,2
32576,budesonide/C0221512,1
32577,budesonide/C0853891,1
32578,budesonide/C1619733,1
32579,zolpidem/C0027796,1
32580,diazepam/C0085636,2
32581,budesonide/C0028643,1
32582,posaconazole/C0008031,3
32583,voriconazole/C0085636,1
32584,azithromycin/C0085636,1
32585,voriconazole/C0018681,3
32586,budesonide/C0423281,1
32587,voriconazole/C0030196,1
32588,voriconazole/C0008033,1
32589,budesonide/C0858219,1
32590,aztreonam/C0028643,2
32591,budesonide/C0232493,1
32592,budesonide/C0027796,1
32593,metolazone/C0014724,1
32594,metolazone/C0427055,1
32595,apraclonidine/C0015672,1
32596,apraclonidine/C0401151,1
32597,pilocarpine/C0023380,2
32598,apraclonidine/C0740441,1
32599,pilocarpine/C2129214,1
32600,apraclonidine/C0023380,1
32601,apraclonidine/C0234238,2
32602,amantadine/C0037011,1
32603,methocarbamol/C0086439,3
32604,sotalol/C0221232,2
32605,eptifibatide/C0019270,1
32606,finasteride/C0877134,1
32607,finasteride/C0019294,2
32608,eptifibatide/C0019294,1
32609,eptifibatide/C0877134,1
32610,finasteride/C0019270,1
32611,carvedilol/C3665346,1
32612,fondaparinux/C0030552,2
32613,ceftazidime/C0151827,2
32614,allopurinol/C0019214,1
32615,phentolamine/C0019214,1
32616,doxycycline/C1704212,2
32617,cisatracurium/C0152165,1
32618,ceftazidime/C0152165,1
32619,carbamazepine/C0028259,3
32620,methylprednisolone/C0152165,1
32621,amphotericin/C0015970,1
32622,ceftazidime/C0041582,2
32623,methylprednisolone/C0240449,1
32624,ceftazidime/C0028081,1
32625,metolazone/C0240449,1
32626,carbamazepine/C0007815,1
32627,amphotericin/C0042963,1
32628,clonazepam/C0240449,1
32629,doxycycline/C0235299,4
32630,metolazone/C0221170,1
32631,carbamazepine/C0235108,2
32632,doxycycline/C0240449,1
32633,metolazone/C1704212,1
32634,amphotericin/C0235108,1
32635,doxycycline/C0152165,1
32636,amphotericin/C0007815,1
32637,desmopressin/C0152165,1
32638,nesiritide/C0015672,2
32639,captopril/C0152165,1
32640,nesiritide/C0028081,1
32641,carbamazepine/C0240449,1
32642,desmopressin/C0221170,1
32643,carbamazepine/C0152165,1
32644,nesiritide/C0152165,1
32645,cisatracurium/C0028081,1
32646,carbamazepine/C0041582,1
32647,haloperidol/C0028081,1
32648,amphotericin/C0152165,1
32649,nesiritide/C0016382,2
32650,desmopressin/C0028081,1
32651,metolazone/C0152165,1
32652,doxycycline/C0221170,2
32653,diltiazem/C0240449,1
32654,acyclovir/C0152165,1
32655,amphotericin/C0240449,1
32656,ciprofloxacin/C0152165,1
32657,clonazepam/C0152165,1
32658,cisatracurium/C0041582,1
32659,nesiritide/C0007815,1
32660,amphotericin/C0028081,1
32661,citalopram/C0152165,1
32662,acyclovir/C0028081,2
32663,nesiritide/C0015970,1
32664,nesiritide/C0240449,1
32665,amphotericin/C0015672,1
32666,amiodarone/C0152165,1
32667,haloperidol/C0152165,1
32668,nesiritide/C0221170,2
32669,lansoprazole/C0152165,1
32670,levetiracetam/C0152165,1
32671,carbamazepine/C1704212,1
32672,carbamazepine/C0028081,2
32673,cisatracurium/C0007815,1
32674,metolazone/C0041582,2
32675,nesiritide/C0041582,1
32676,carbamazepine/C0015672,1
32677,amphotericin/C0221170,1
32678,lorazepam/C0152165,1
32679,bupivacaine/C0000729,1
32680,bupivacaine/C0085624,5
32681,bupivacaine/C0281856,5
32682,timolol/C0494475,2
32683,levetiracetam/C0085594,5
32684,fosphenytoin/C0085594,1
32685,carbamazepine/C0085593,3
32686,timolol/C0751495,2
32687,carbamazepine/C0037384,1
32688,carbamazepine/C0013132,1
32689,timolol/C0013132,1
32690,fosphenytoin/C0027497,5
32691,carbamazepine/C0085594,2
32692,fosphenytoin/C0013132,1
32693,fosphenytoin/C0085593,1
32694,timolol/C0149958,2
32695,timolol/C0038450,1
32696,fosphenytoin/C0038450,1
32697,timolol/C0085594,1
32698,carbamazepine/C0859032,2
32699,nicardipine/C0030196,1
32700,rifaximin/C0541976,1
32701,mexiletine/C0016204,2
32702,mexiletine/C0541976,1
32703,famotidine/C0541976,2
32704,mexiletine/C0016382,2
32705,mexiletine/C0232695,1
32706,mexiletine/C0015672,2
32707,mexiletine/C0850149,2
32708,salmeterol/C0700590,1
32709,niacin/C0015468,1
32710,rifaximin/C0032617,1
32711,niacin/C0032617,1
32712,niacin/C0015467,1
32713,amoxicillin/C0278151,1
32714,niacin/C0026961,1
32715,amoxicillin/C0015468,1
32716,rifaximin/C0026961,1
32717,amoxicillin/C0015467,1
32718,amoxicillin/C0856099,1
32719,niacin/C0278151,1
32720,amoxicillin/C0009024,1
32721,niacin/C0009024,1
32722,milrinone/C0030552,1
32723,fluoxetine/C0027066,3
32724,nifedipine/C0003838,1
32725,clarithromycin/C0856054,1
32726,fluoxetine/C0587246,2
32727,amoxicillin/C0856054,1
32728,nifedipine/C0876998,1
32729,trazodone/C0027066,1
32730,fluoxetine/C0009024,1
32731,celecoxib/C0035508,2
32732,celecoxib/C0042963,1
32733,celecoxib/C0850149,1
32734,celecoxib/C0015970,1
32735,celecoxib/C0231218,2
32736,celecoxib/C0027497,1
32737,olanzapine/C0037384,1
32738,terazosin/C0030552,1
32739,oxybutynin/C0037011,1
32740,nicardipine/C0270996,2
32741,fentanyl/C0236178,3
32742,fentanyl/C0473120,3
32743,ceftriaxone/C0236178,1
32744,ceftriaxone/C0473120,1
32745,scopolamine/C0231688,1
32746,scopolamine/C0575081,1
32747,scopolamine/C1142034,1
32748,dexmedetomidine/C0008035,1
32749,simvastatin/C0008035,2
32750,olanzapine/C0008035,2
32751,tranylcypromine/C0023380,1
32752,tranylcypromine/C0231255,1
32753,tranylcypromine/C0234238,1
32754,tranylcypromine/C0231218,1
32755,esmolol/C0239819,1
32756,fexofenadine/C0235886,3
32757,glipizide/C0333243,3
32758,ropinirole/C0037274,1
32759,ropinirole/C0205204,1
32760,ropinirole/C0235886,1
32761,glycopyrrolate/C0235886,2
32762,mirtazapine/C0333243,2
32763,ropinirole/C0333243,1
32764,neostigmine/C0235886,1
32765,ropinirole/C0028259,1
32766,ropinirole/C0863084,1
32767,glycopyrrolate/C0231749,3
32768,neostigmine/C0231749,3
32769,alprazolam/C0158328,1
32770,omeprazole/C0158328,1
32771,cefazolin/C0158328,1
32772,fexofenadine/C0221512,2
32773,fexofenadine/C0232493,2
32774,ritonavir/C0542476,1
32775,darunavir/C0008031,5
32776,darunavir/C0004604,3
32777,darunavir/C0542476,1
32778,octreotide/C0232493,5
32779,octreotide/C0221512,5
32780,octreotide/C0239819,1
32781,carbamazepine/C0020440,1
32782,carbamazepine/C0006625,2
32783,budesonide/C0015970,1
32784,amitriptyline/C0006625,1
32785,phentolamine/C0027497,1
32786,phentolamine/C0184567,1
32787,phentolamine/C0028961,1
32788,mirtazapine/C0006625,2
32789,phentolamine/C0234238,2
32790,carbamazepine/C0028961,2
32791,diazepam/C0333243,4
32792,scopolamine/C0231749,1
32793,nicotine/C0028081,2
32794,scopolamine/C0085593,1
32795,atropine/C0015468,2
32796,brimonidine/C0015644,1
32797,allopurinol/C0015467,1
32798,timolol/C0040822,3
32799,timolol/C0015467,1
32800,brimonidine/C0015467,1
32801,latanoprost/C0015467,1
32802,atropine/C0278151,1
32803,brimonidine/C0015970,4
32804,brimonidine/C0016382,2
32805,timolol/C0278151,1
32806,midodrine/C0751295,2
32807,allopurinol/C0015468,1
32808,brimonidine/C0231530,1
32809,atropine/C0015467,1
32810,timolol/C0015468,1
32811,brimonidine/C0278151,1
32812,allopurinol/C0278151,1
32813,latanoprost/C0278151,1
32814,zonisamide/C0015970,1
32815,cefazolin/C0235162,1
32816,labetalol/C0521172,2
32817,argatroban/C0205204,1
32818,paroxetine/C0205204,2
32819,paroxetine/C0259768,2
32820,argatroban/C0024031,2
32821,argatroban/C0221161,3
32822,argatroban/C0259768,1
32823,argatroban/C0024790,2
32824,tramadol/C0259768,3
32825,metolazone/C0259768,1
32826,argatroban/C0542476,2
32827,quetiapine/C0521172,1
32828,argatroban/C0020175,2
32829,paroxetine/C0020175,2
32830,metolazone/C0700590,2
32831,ezetimibe/C0037763,1
32832,ezetimibe/C0027769,2
32833,valsartan/C0085624,3
32834,methylnaltrexone/C0028643,1
32835,ropinirole/C0854303,1
32836,ropinirole/C0151786,1
32837,ropinirole/C0028643,1
32838,duloxetine/C0028643,1
32839,mirtazapine/C0151786,1
32840,mirtazapine/C0854303,1
32841,pantoprazole/C0522046,1
32842,dofetilide/C0522046,1
32843,clarithromycin/C0522046,1
32844,phenylephrine/C0522046,1
32845,metoclopramide/C0522046,1
32846,dofetilide/C0035508,2
32847,atorvastatin/C0522046,1
32848,amoxicillin/C0522046,1
32849,clarithromycin/C0002962,1
32850,dofetilide/C0231749,1
32851,furosemide/C0522046,1
32852,nitroglycerin/C0522046,1
32853,dofetilide/C0184567,2
32854,loperamide/C0877134,2
32855,sertraline/C0574068,1
32856,quetiapine/C0877134,1
32857,quetiapine/C0019270,1
32858,trazodone/C0877134,1
32859,loperamide/C0019294,2
32860,sertraline/C0231874,1
32861,loperamide/C0221161,3
32862,quetiapine/C0019294,2
32863,sertraline/C0232602,4
32864,trazodone/C0019270,1
32865,loperamide/C0019270,2
32866,duloxetine/C0158369,1
32867,amlodipine/C0085636,1
32868,duloxetine/C0239376,1
32869,clonidine/C0085636,1
32870,nitroglycerin/C0085636,2
32871,clonazepam/C0016512,1
32872,duloxetine/C0085636,1
32873,duloxetine/C0012833,3
32874,clonazepam/C0085636,2
32875,pantoprazole/C0239376,1
32876,metronidazole/C0239376,1
32877,duloxetine/C0008033,1
32878,duloxetine/C0023222,1
32879,quetiapine/C0085636,1
32880,nicotine/C0522051,1
32881,omeprazole/C0522051,1
32882,glycopyrrolate/C0857160,2
32883,nicotine/C0857160,1
32884,furosemide/C0857160,1
32885,haloperidol/C0857160,1
32886,neostigmine/C0857160,2
32887,phenylephrine/C0857160,2
32888,dexmedetomidine/C0522051,1
32889,ketorolac/C0522051,2
32890,dexmedetomidine/C0857160,1
32891,ketorolac/C0857160,1
32892,metoclopramide/C0857160,2
32893,miconazole/C0392702,3
32894,voriconazole/C0392702,1
32895,oxycodone/C0151908,6
32896,oxycodone/C0392702,1
32897,ganciclovir/C0522153,1
32898,ganciclovir/C0235886,1
32899,valganciclovir/C0232695,4
32900,ganciclovir/C0239340,1
32901,valganciclovir/C0522153,2
32902,ganciclovir/C0574002,1
32903,tacrolimus/C0232695,5
32904,ganciclovir/C0016204,1
32905,valganciclovir/C0235639,2
32906,amlodipine/C0235639,2
32907,ganciclovir/C0235639,1
32908,amlodipine/C0522153,2
32909,ganciclovir/C0232602,1
32910,tacrolimus/C0232487,2
32911,azithromycin/C0043352,2
32912,dexamethasone/C0043352,1
32913,mupirocin/C0043352,1
32914,dantrolene/C0086439,1
32915,oxcarbazepine/C0231875,1
32916,oxcarbazepine/C1619733,1
32917,oxcarbazepine/C1167842,1
32918,oxcarbazepine/C0392674,2
32919,trazodone/C1167842,1
32920,oxcarbazepine/C0423281,1
32921,oxcarbazepine/C0234369,1
32922,oxcarbazepine/C0858219,1
32923,oxcarbazepine/C0853891,1
32924,ibuprofen/C0392674,1
32925,diltiazem/C0023218,1
32926,diltiazem/C0241057,1
32927,fentanyl/C0241057,1
32928,hydromorphone/C0241057,3
32929,quetiapine/C0241057,1
32930,diazepam/C0241057,1
32931,midazolam/C0241057,1
32932,quetiapine/C0013132,1
32933,pantoprazole/C0241057,2
32934,alendronate/C0012833,1
32935,alendronate/C0042571,1
32936,terazosin/C0221170,1
32937,alendronate/C0221170,2
32938,naproxen/C0023222,1
32939,naproxen/C0036396,1
32940,naproxen/C0344232,2
32941,metoprolol/C0037928,2
32942,potassium/C0037928,2
32943,glycopyrrolate/C0037928,1
32944,phenylephrine/C0037928,1
32945,dexamethasone/C0037928,1
32946,tacrolimus/C0019825,1
32947,lansoprazole/C0221201,2
32948,clobetasol/C0221201,1
32949,ceftriaxone/C0221201,1
32950,quinapril/C0344232,1
32951,nicardipine/C0281856,2
32952,buspirone/C0521172,1
32953,ramipril/C0008033,1
32954,ramipril/C0039070,1
32955,clindamycin/C0574002,2
32956,sildenafil/C0574068,1
32957,valsartan/C0574068,2
32958,darunavir/C0028259,1
32959,raltegravir/C0015672,2
32960,raltegravir/C0008031,3
32961,hydralazine/C0010520,3
32962,raltegravir/C0028259,1
32963,darunavir/C0027769,1
32964,darunavir/C0010520,1
32965,etravirine/C0027769,1
32966,etravirine/C0010520,1
32967,raltegravir/C0027769,1
32968,raltegravir/C0010520,1
32969,carvedilol/C0010520,1
32970,etravirine/C0015672,2
32971,etravirine/C0008031,3
32972,etravirine/C0028259,1
32973,etravirine/C0086439,3
32974,ritonavir/C0027769,1
32975,ritonavir/C0010520,1
32976,clonidine/C0043352,2
32977,prazosin/C0085631,2
32978,prazosin/C0859032,1
32979,prazosin/C0043352,1
32980,prazosin/C0553668,3
32981,prazosin/C2004489,2
32982,ceftazidime/C0043352,1
32983,prazosin/C0016382,1
32984,latanoprost/C1142034,1
32985,quetiapine/C0231688,1
32986,latanoprost/C0231688,1
32987,latanoprost/C0575081,1
32988,quetiapine/C1142034,1
32989,timolol/C0231688,1
32990,timolol/C1142034,1
32991,quetiapine/C0575081,1
32992,timolol/C0575081,1
32993,acetaminophen/C0857056,4
32994,midazolam/C0857056,1
32995,cefepime/C0857056,2
32996,miconazole/C0857056,2
32997,meropenem/C0857056,2
32998,adenosine/C0151786,1
32999,cefepime/C0392171,1
33000,amiodarone/C0392171,1
33001,famotidine/C0857056,3
33002,clobetasol/C0030552,1
33003,clobetasol/C0392171,1
33004,fentanyl/C0857056,2
33005,adenosine/C0030552,2
33006,diltiazem/C0392171,1
33007,clobetasol/C0151786,1
33008,diazepam/C0751295,3
33009,tamsulosin/C3665346,1
33010,citalopram/C3665346,1
33011,amantadine/C0009806,1
33012,amantadine/C3665346,1
33013,finasteride/C3665346,1
33014,triamcinolone/C2242996,1
33015,mupirocin/C0085594,2
33016,clindamycin/C0152030,1
33017,ibuprofen/C0152030,1
33018,triamcinolone/C0085594,1
33019,triamcinolone/C0152030,1
33020,azithromycin/C0152030,1
33021,mupirocin/C0152030,1
33022,mupirocin/C2242996,1
33023,mupirocin/C0015672,1
33024,prasugrel/C0010200,1
33025,prasugrel/C0239134,1
33026,eptifibatide/C0850149,4
33027,fondaparinux/C0008031,1
33028,fondaparinux/C0850149,1
33029,prasugrel/C0850149,1
33030,azathioprine/C0232495,1
33031,azathioprine/C0232493,1
33032,azathioprine/C0221512,1
33033,lamotrigine/C0016382,2
33034,topiramate/C0344232,1
33035,desmopressin/C0242429,1
33036,desmopressin/C1504383,2
33037,verapamil/C0233763,1
33038,alprazolam/C0233763,1
33039,ketorolac/C0232849,1
33040,fluoxetine/C0232487,1
33041,desmopressin/C2242996,1
33042,fluconazole/C0085636,2
33043,lamotrigine/C0859032,2
33044,baclofen/C0425449,1
33045,baclofen/C0231856,1
