,unex_pair,freq
21121,trazodone/C0028643,4
21122,allopurinol/C0235108,3
21123,amlodipine/C0543392,1
21124,ezetimibe/C2242996,1
21125,dexamethasone/C2242996,3
21126,ezetimibe/C0028643,1
21127,alprazolam/C0028259,4
21128,eptifibatide/C1504383,2
21129,eptifibatide/C0863084,2
21130,eptifibatide/C0241136,2
21131,eptifibatide/C0037274,2
21132,salmeterol/C0239377,2
21133,hydrochlorothiazide/C0012833,2
21134,lansoprazole/C0231710,1
21135,metronidazole/C0231710,1
21136,azithromycin/C0948786,4
21137,amiodarone/C0037384,1
21138,captopril/C0231710,1
21139,hydromorphone/C0019294,4
21140,cefazolin/C0587246,4
21141,dorzolamide/C0016382,2
21142,latanoprost/C0232488,2
21143,dorzolamide/C0232488,2
21144,terazosin/C0232488,1
21145,dolasetron/C0476273,1
21146,atenolol/C0232488,2
21147,rosiglitazone/C0333641,1
21148,rosiglitazone/C0342490,1
21149,pentamidine/C0333641,1
21150,allopurinol/C0085624,4
21151,pentamidine/C0342490,1
21152,digoxin/C0521172,4
21153,rosiglitazone/C2004489,2
21154,gabapentin/C0521172,3
21155,ganciclovir/C0521172,1
21156,zolpidem/C0521172,2
21157,carvedilol/C0232487,2
21158,melphalan/C2004489,1
21159,melphalan/C0231255,1
21160,melphalan/C0234238,1
21161,nitroglycerin/C0020440,3
21162,amiodarone/C0236000,1
21163,nesiritide/C0232292,1
21164,nesiritide/C0043144,1
21165,ropinirole/C0236000,1
21166,simvastatin/C0232292,6
21167,nesiritide/C0020440,1
21168,nesiritide/C0236000,1
21169,sevelamer/C0236000,2
21170,allopurinol/C0232292,3
21171,ropinirole/C0232292,1
21172,bupropion/C0232292,1
21173,bupropion/C0020440,3
21174,famotidine/C0232292,6
21175,adenosine/C0232498,1
21176,bupivacaine/C0232498,2
21177,diazepam/C0232695,7
21178,penicillin/C0235108,1
21179,cytarabine/C0034642,3
21180,cytarabine/C0004134,1
21181,cytarabine/C0015970,1
21182,oseltamivir/C0004134,11
21183,hydroxyurea/C0007815,1
21184,hydroxyurea/C0184567,1
21185,voriconazole/C0232487,1
21186,cytarabine/C0476273,1
21187,cefepime/C0232487,4
21188,idarubicin/C0234215,1
21189,idarubicin/C0015970,1
21190,idarubicin/C0023380,1
21191,cytarabine/C0086439,1
21192,idarubicin/C0004134,1
21193,cytarabine/C0043144,2
21194,idarubicin/C0034642,2
21195,hydroxyurea/C0026837,1
21196,cefepime/C0007815,5
21197,voriconazole/C0850149,6
21198,cytarabine/C0023380,1
21199,hydroxyurea/C0015970,1
21200,hydroxyurea/C0231528,2
21201,cytarabine/C0234215,1
21202,idarubicin/C0476273,1
21203,oseltamivir/C0007815,1
21204,idarubicin/C0086439,1
21205,fosphenytoin/C0039070,1
21206,fosphenytoin/C0232695,3
21207,glycopyrrolate/C0344232,4
21208,milrinone/C0344232,4
21209,neostigmine/C0344232,3
21210,sertraline/C0234233,1
21211,sevelamer/C0234233,1
21212,quetiapine/C0234233,1
21213,sevelamer/C0221170,2
21214,metoclopramide/C0392171,1
21215,heparin/C0392171,3
21216,potassium/C0392171,3
21217,metronidazole/C0392171,1
21218,famotidine/C0392171,3
21219,ceftriaxone/C0392171,2
21220,phenytoin/C0026826,2
21221,fentanyl/C0026826,1
21222,raltegravir/C0027497,2
21223,raltegravir/C0004134,2
21224,raltegravir/C0086439,2
21225,lamotrigine/C0004134,2
21226,darunavir/C0086439,2
21227,darunavir/C0004134,2
21228,darunavir/C0234238,5
21229,ritonavir/C0004134,3
21230,darunavir/C0042963,1
21231,quetiapine/C0751295,2
21232,raltegravir/C0751295,1
21233,lamotrigine/C0751295,1
21234,pravastatin/C0751295,1
21235,darunavir/C0751295,1
21236,ritonavir/C0751295,1
21237,propranolol/C0016512,2
21238,estradiol/C0016512,1
21239,estradiol/C0004604,1
21240,estradiol/C0030193,1
21241,etoposide/C0027497,1
21242,etoposide/C0034642,2
21243,dolasetron/C0034642,4
21244,dolasetron/C0027497,2
21245,etoposide/C2004489,2
21246,theophylline/C0008031,2
21247,pyridostigmine/C0476273,1
21248,hydrochlorothiazide/C0853891,2
21249,pyridostigmine/C0151786,1
21250,pyridostigmine/C0020440,2
21251,hydrochlorothiazide/C0858219,2
21252,pyridostigmine/C0423281,1
21253,pyridostigmine/C0085631,2
21254,pyridostigmine/C0004093,2
21255,pyridostigmine/C0234215,1
21256,pyridostigmine/C0853891,1
21257,pyridostigmine/C0242429,1
21258,pyridostigmine/C1619733,1
21259,hydrochlorothiazide/C0423281,2
21260,pyridostigmine/C0026821,1
21261,pyridostigmine/C0858219,1
21262,hydrochlorothiazide/C1619733,2
21263,hydrochlorothiazide/C0026821,5
21264,atenolol/C0018681,2
21265,amlodipine/C0152165,1
21266,sertraline/C0152165,1
21267,cefazolin/C0152165,1
21268,nitroglycerin/C0152165,3
21269,famotidine/C0152165,1
21270,cinacalcet/C0231255,4
21271,cinacalcet/C0035508,7
21272,tacrolimus/C0026821,3
21273,esmolol/C0002962,1
21274,paroxetine/C0018681,3
21275,lansoprazole/C0151786,6
21276,cinacalcet/C0009806,1
21277,cinacalcet/C0018681,1
21278,cinacalcet/C0476273,2
21279,cinacalcet/C0028643,1
21280,cinacalcet/C0026837,1
21281,paroxetine/C0026821,1
21282,paroxetine/C0028643,2
21283,cinacalcet/C0013428,1
21284,cinacalcet/C0151786,1
21285,cefazolin/C0231749,9
21286,travoprost/C0030193,2
21287,travoprost/C0740441,1
21288,travoprost/C0401151,1
21289,travoprost/C0184567,1
21290,travoprost/C1321898,1
21291,travoprost/C0012833,1
21292,travoprost/C0000737,1
21293,phenylephrine/C0232292,5
21294,cefazolin/C0232292,3
21295,paroxetine/C0344232,2
21296,flecainide/C0010200,2
21297,flecainide/C0231218,4
21298,flecainide/C0553668,5
21299,flecainide/C0239134,2
21300,labetalol/C0231528,5
21301,nifedipine/C0231528,1
21302,zolpidem/C0235162,3
21303,citalopram/C0235162,4
21304,finasteride/C0235162,1
21305,metolazone/C0235162,2
21306,esmolol/C0427055,1
21307,nitroglycerin/C0239833,1
21308,pravastatin/C0239833,1
21309,amiodarone/C0239833,1
21310,glycopyrrolate/C0239833,1
21311,neostigmine/C0239833,1
21312,phenylephrine/C0239833,1
21313,pravastatin/C0027796,1
21314,fluticasone/C0027796,1
21315,atropine/C0700200,2
21316,paroxetine/C0027796,1
21317,paroxetine/C0700200,1
21318,fluticasone/C0700200,1
21319,pravastatin/C0037011,3
21320,paroxetine/C0235108,2
21321,pravastatin/C0700200,1
21322,atenolol/C0027796,1
21323,indomethacin/C0234238,2
21324,emtricitabine/C0008031,2
21325,tenofovir/C0027424,1
21326,tenofovir/C0008031,2
21327,tolterodine/C0027424,1
21328,emtricitabine/C0030193,3
21329,efavirenz/C0027424,1
21330,hydrochlorothiazide/C0027424,2
21331,montelukast/C0027424,2
21332,emtricitabine/C0027424,1
21333,tolterodine/C0008031,1
21334,citalopram/C0027424,1
21335,lansoprazole/C0027424,3
21336,adenosine/C0239134,1
21337,adenosine/C0010200,1
21338,colchicine/C1704212,2
21339,adenosine/C0024790,1
21340,nicotine/C0037011,3
21341,eptifibatide/C0037011,1
21342,penicillin/C0085594,1
21343,penicillin/C0015672,2
21344,penicillin/C0085593,4
21345,finasteride/C0333243,2
21346,tamsulosin/C0333243,1
21347,pramipexole/C0333243,1
21348,sertraline/C0333243,3
21349,oxybutynin/C0024031,3
21350,gemfibrozil/C0041834,3
21351,pioglitazone/C0039070,1
21352,gemfibrozil/C0024031,2
21353,ceftriaxone/C0019284,1
21354,pantoprazole/C0235833,1
21355,nesiritide/C0235833,1
21356,digoxin/C0235833,1
21357,pantoprazole/C0019284,1
21358,amiodarone/C0019284,1
21359,atenolol/C0231749,2
21360,nesiritide/C0019284,1
21361,miconazole/C0019284,1
21362,digoxin/C0019284,1
21363,amiodarone/C0235833,1
21364,miconazole/C0235833,1
21365,ceftriaxone/C0235833,1
21366,lansoprazole/C0232766,1
21367,propranolol/C0232766,1
21368,octreotide/C0042571,4
21369,propranolol/C0042571,1
21370,amlodipine/C0026821,5
21371,amlodipine/C0085624,6
21372,fentanyl/C3495442,1
21373,zolpidem/C3495442,1
21374,duloxetine/C0426390,1
21375,gabapentin/C3495442,1
21376,duloxetine/C0085624,1
21377,amlodipine/C3495442,1
21378,duloxetine/C0026821,3
21379,bumetanide/C0085593,2
21380,acetaminophen/C3495442,1
21381,bumetanide/C0041834,2
21382,duloxetine/C0085593,1
21383,metoprolol/C3495442,1
21384,zolpidem/C0426390,1
21385,heparin/C3495442,1
21386,zolpidem/C0859032,1
21387,oxybutynin/C0085624,2
21388,duloxetine/C3495442,1
21389,lorazepam/C3495442,1
21390,oxybutynin/C0235299,1
21391,tramadol/C0426390,2
21392,pantoprazole/C3495442,1
21393,furosemide/C3495442,1
21394,linezolid/C0085624,1
21395,tramadol/C3495442,1
21396,oxybutynin/C3495442,1
21397,amlodipine/C0426390,2
21398,bumetanide/C0085624,1
21399,duloxetine/C0235299,3
21400,hydralazine/C3495442,1
21401,sertraline/C0220870,1
21402,acyclovir/C0220870,2
21403,ezetimibe/C0220870,2
21404,allopurinol/C0220870,1
21405,zolpidem/C0236178,1
21406,metoclopramide/C0236178,1
21407,metoclopramide/C0473120,1
21408,zolpidem/C0473120,1
21409,prasugrel/C0232602,1
21410,prasugrel/C0002962,1
21411,prasugrel/C0234215,1
21412,ketorolac/C0024031,9
21413,ezetimibe/C0003862,2
21414,captopril/C0221232,9
21415,clonazepam/C0003862,2
21416,carvedilol/C0003862,1
21417,tiotropium/C0016204,10
21418,ceftriaxone/C0231666,1
21419,famotidine/C0231666,1
21420,labetalol/C0549335,2
21421,furosemide/C0549335,2
21422,tiotropium/C0037317,1
21423,famotidine/C0549335,5
21424,oseltamivir/C0851578,2
21425,oseltamivir/C0231666,1
21426,dexmedetomidine/C1262141,1
21427,tiotropium/C1262141,1
21428,hydromorphone/C0231666,1
21429,dexmedetomidine/C0037317,1
21430,potassium/C0549335,8
21431,nicotine/C0235267,1
21432,nicotine/C0851578,4
21433,haloperidol/C0549335,2
21434,haloperidol/C0028643,3
21435,hydromorphone/C0549335,4
21436,dexmedetomidine/C0851578,1
21437,nicotine/C0231666,1
21438,fluticasone/C0231666,2
21439,furosemide/C0231666,1
21440,nicotine/C0037317,4
21441,metoprolol/C0231666,1
21442,oseltamivir/C0037317,2
21443,oseltamivir/C1262141,2
21444,nicotine/C0235108,2
21445,acetaminophen/C0231666,2
21446,tiotropium/C0231666,1
21447,quetiapine/C0028643,1
21448,heparin/C0231666,2
21449,acetaminophen/C0549335,6
21450,potassium/C0231666,1
21451,tiotropium/C0851578,1
21452,ceftriaxone/C0549335,2
21453,labetalol/C0231666,1
21454,dexmedetomidine/C0231666,1
21455,quetiapine/C1321898,1
21456,ceftriaxone/C0235267,1
21457,oseltamivir/C0028643,1
21458,nicotine/C1262141,4
21459,venlafaxine/C0854303,1
21460,venlafaxine/C0151786,1
21461,temazepam/C0151786,1
21462,venlafaxine/C0028643,1
21463,trazodone/C0854303,1
21464,midodrine/C0028643,1
21465,temazepam/C0854303,1
21466,temazepam/C0028643,1
21467,citalopram/C0854303,2
21468,trazodone/C0151786,2
21469,amoxicillin/C0239134,4
21470,amoxicillin/C0004134,1
21471,amoxicillin/C0234238,2
21472,amoxicillin/C0010200,4
21473,amoxicillin/C0000729,1
21474,amoxicillin/C0026821,1
21475,finasteride/C0427055,3
21476,beclomethasone/C0085624,1
21477,beclomethasone/C0024031,1
21478,tiotropium/C0015644,3
21479,ezetimibe/C0024031,3
21480,tiotropium/C0231530,3
21481,citalopram/C0151310,1
21482,oxycodone/C0151310,1
21483,loperamide/C0151310,1
21484,diazepam/C0151310,1
21485,perphenazine/C0151310,1
21486,oxycodone/C0427055,4
21487,perphenazine/C0427055,1
21488,loperamide/C0427055,1
21489,cefepime/C1135120,1
21490,scopolamine/C0234215,6
21491,bupivacaine/C0038450,2
21492,pentoxifylline/C0035508,2
21493,pentoxifylline/C0004134,2
21494,pentoxifylline/C0232695,1
21495,pentoxifylline/C0023380,4
21496,pentoxifylline/C0085631,4
21497,rosuvastatin/C0012833,2
21498,rosuvastatin/C2129214,2
21499,rosuvastatin/C0042571,1
21500,ketorolac/C0015970,1
21501,ketorolac/C0587246,2
21502,ketorolac/C0423281,1
21503,ketorolac/C1619733,1
21504,ketorolac/C0521172,1
21505,ketorolac/C0858219,1
21506,ketorolac/C0853891,1
21507,fexofenadine/C0015970,1
21508,cyclophosphamide/C0000737,3
21509,sotalol/C0004134,1
21510,meropenem/C0438716,2
21511,sotalol/C0015970,2
21512,methylprednisolone/C0438716,1
21513,ropinirole/C0015672,1
21514,sotalol/C0035508,5
21515,pantoprazole/C0332579,1
21516,fexofenadine/C0015672,2
21517,sotalol/C0024790,2
21518,methylprednisolone/C0857494,1
21519,sotalol/C0232695,1
21520,potassium/C0332579,1
21521,fentanyl/C0332579,1
21522,sotalol/C0043144,4
21523,meropenem/C0332579,1
21524,fentanyl/C0438716,7
21525,sotalol/C0235706,1
21526,cyclophosphamide/C0086439,2
21527,cyclophosphamide/C0004134,1
21528,methylprednisolone/C0235706,4
21529,cyclophosphamide/C0016204,1
21530,methylprednisolone/C0332579,1
21531,acetaminophen/C0332579,1
21532,cyclophosphamide/C0232695,1
21533,cyclophosphamide/C0234215,1
21534,sotalol/C0004093,6
21535,sotalol/C0857494,1
21536,cyclophosphamide/C0023380,1
21537,sotalol/C2129214,4
21538,atenolol/C0038450,2
21539,metolazone/C0038450,2
21540,midodrine/C0233763,2
21541,atenolol/C0233763,3
21542,atenolol/C0015672,6
21543,dexamethasone/C0151908,1
21544,tirofiban/C0553668,1
21545,azathioprine/C0023380,3
21546,alprazolam/C0041834,4
21547,amphotericin/C0008031,1
21548,amphotericin/C0856054,1
21549,pregabalin/C0039070,2
21550,pregabalin/C0030552,4
21551,amiodarone/C0233763,3
21552,azithromycin/C0233763,1
21553,adenosine/C0085631,2
21554,adenosine/C0233763,1
21555,salmeterol/C0015468,1
21556,salmeterol/C0015644,1
21557,salmeterol/C0231530,1
21558,salmeterol/C0278151,1
21559,fluticasone/C0278151,2
21560,fluticasone/C0015467,2
21561,fluticasone/C0015468,2
21562,salmeterol/C0015467,1
21563,simvastatin/C0023218,1
21564,allopurinol/C0233763,1
21565,allopurinol/C0007859,1
21566,argatroban/C0085631,6
21567,allopurinol/C0016512,2
21568,argatroban/C0401151,3
21569,olanzapine/C0023218,1
21570,argatroban/C0740441,3
21571,argatroban/C0016382,4
21572,allopurinol/C0023218,1
21573,olanzapine/C0016512,3
21574,clopidogrel/C0023218,1
21575,oxycodone/C0016512,5
21576,hydralazine/C0023218,1
21577,alprazolam/C0239377,1
21578,olanzapine/C0562483,3
21579,haloperidol/C0014724,5
21580,ibuprofen/C0233763,3
21581,metoclopramide/C0424810,1
21582,diazepam/C0424810,1
21583,clonidine/C0424810,1
21584,sotalol/C0476273,2
21585,tacrolimus/C0016199,2
21586,sotalol/C0235299,2
21587,valganciclovir/C0016199,1
21588,tacrolimus/C0235299,4
21589,labetalol/C0857172,1
21590,famotidine/C0857172,1
21591,fentanyl/C0857172,1
21592,simvastatin/C0857172,1
21593,furosemide/C0857172,2
21594,metoprolol/C0857172,1
21595,hydralazine/C0857172,1
21596,oxycodone/C0857172,1
21597,clonidine/C0857172,1
21598,olanzapine/C0857172,1
21599,octreotide/C0542476,2
21600,scopolamine/C0043144,4
21601,hydrochlorothiazide/C0009806,3
21602,methylprednisolone/C0007815,3
21603,levetiracetam/C0007815,3
21604,verapamil/C0030552,1
21605,fluticasone/C0427055,3
21606,fexofenadine/C0427055,2
21607,diltiazem/C0231528,5
21608,diltiazem/C0574068,1
21609,dofetilide/C0085631,1
21610,ketorolac/C0574068,1
21611,digoxin/C0574068,1
21612,olanzapine/C0574068,1
21613,digoxin/C0281856,2
21614,donepezil/C0235848,1
21615,cefazolin/C0085594,2
21616,captopril/C0427055,3
21617,haloperidol/C0007815,4
21618,bupivacaine/C0007815,2
21619,fosamprenavir/C0004093,1
21620,fosamprenavir/C0856054,1
21621,voriconazole/C0016204,4
21622,voriconazole/C0234369,1
21623,fosamprenavir/C0234238,1
21624,fosamprenavir/C0553668,1
21625,voriconazole/C0015970,7
21626,fosamprenavir/C0234369,1
21627,fosamprenavir/C2129214,1
21628,fosamprenavir/C0015970,1
21629,fosamprenavir/C0085631,1
21630,fosamprenavir/C0231218,1
21631,fosamprenavir/C0016204,1
21632,voriconazole/C0700590,1
21633,fosamprenavir/C0700590,1
21634,voriconazole/C0856054,4
21635,cisatracurium/C0858854,2
21636,carvedilol/C0015644,3
21637,carvedilol/C0231530,3
21638,propafenone/C0028259,1
21639,propafenone/C2004489,2
21640,fentanyl/C0234192,3
21641,pantoprazole/C0234192,4
21642,atovaquone/C0016382,4
21643,acyclovir/C0333243,7
21644,amlodipine/C1135120,5
21645,atorvastatin/C1135120,4
21646,glipizide/C1135120,1
21647,ezetimibe/C1135120,2
21648,clomipramine/C0004093,1
21649,clomipramine/C0000737,1
21650,clomipramine/C0030193,1
21651,clomipramine/C0033774,1
21652,clomipramine/C0023380,1
21653,clomipramine/C0401151,1
21654,clomipramine/C0740441,1
21655,quetiapine/C0041582,1
21656,zolpidem/C0007815,1
21657,nicotine/C0007815,2
21658,nicotine/C0241136,2
21659,nicotine/C1504383,2
21660,metoclopramide/C0010520,6
21661,cefazolin/C0010520,1
21662,neostigmine/C0010520,1
21663,potassium/C0010520,7
21664,nitroglycerin/C0010520,3
21665,glycopyrrolate/C0010520,1
21666,ciprofloxacin/C0877134,2
21667,ciprofloxacin/C0019294,2
21668,ciprofloxacin/C0019270,2
21669,amiodarone/C0014724,4
21670,haloperidol/C0000729,4
21671,nitroglycerin/C0000729,2
21672,dexmedetomidine/C0542476,3
21673,diazepam/C0014724,1
21674,diazepam/C0000729,1
21675,metoprolol/C0241057,1
21676,theophylline/C0553668,2
21677,theophylline/C0231255,2
21678,scopolamine/C0344232,1
21679,theophylline/C0028259,2
21680,dexamethasone/C0232602,4
21681,bupropion/C0018681,2
21682,bumetanide/C0042571,3
21683,digoxin/C0042571,4
21684,bumetanide/C0015970,1
21685,hydrochlorothiazide/C0858854,1
21686,amlodipine/C0858854,2
21687,olanzapine/C0013132,1
21688,lamotrigine/C0039070,2
21689,donepezil/C0013132,2
21690,haloperidol/C0013132,3
21691,donepezil/C0221170,4
21692,lamotrigine/C0013132,1
21693,phenytoin/C0013132,3
21694,alprazolam/C0037384,1
21695,doxercalciferol/C0030193,2
21696,doxercalciferol/C0037384,1
21697,simvastatin/C0240211,3
21698,lorazepam/C0277941,1
21699,fluticasone/C0277941,1
21700,mirtazapine/C0277941,1
21701,captopril/C0277941,1
21702,fluticasone/C0240211,1
21703,heparin/C0240211,6
21704,phenytoin/C0277941,1
21705,simvastatin/C0277941,1
21706,lamivudine/C0019825,1
21707,cefazolin/C0019825,3
21708,lamivudine/C0578454,1
21709,cefazolin/C0578454,1
21710,paricalcitol/C0235108,1
21711,paricalcitol/C0034642,2
21712,paricalcitol/C0221161,1
21713,paricalcitol/C0476273,1
21714,paricalcitol/C0239134,1
21715,paricalcitol/C0039070,1
21716,paricalcitol/C0085631,3
21717,paricalcitol/C0026837,2
21718,paricalcitol/C0010200,1
21719,abacavir/C0232292,1
21720,fexofenadine/C0232292,1
21721,tenofovir/C0232292,1
21722,tenofovir/C0085624,1
21723,atazanavir/C0085624,1
21724,penicillin/C0085624,1
21725,acyclovir/C0085624,2
21726,ibuprofen/C0085624,4
21727,abacavir/C0085624,1
21728,atazanavir/C0232292,1
21729,penicillin/C0232292,1
21730,acyclovir/C0232292,1
21731,ritonavir/C0085624,1
21732,ritonavir/C0232292,1
21733,scopolamine/C0023380,5
21734,hydrochlorothiazide/C0235639,1
21735,hydrochlorothiazide/C0205204,3
21736,atenolol/C0344375,1
21737,oxycodone/C0522153,1
21738,oxycodone/C0235639,1
21739,atenolol/C0522153,2
21740,hydrochlorothiazide/C1321898,1
21741,scopolamine/C0038450,1
21742,hydrochlorothiazide/C0522153,1
21743,scopolamine/C0205204,1
21744,atenolol/C0235639,2
21745,atenolol/C1321898,2
21746,atenolol/C0205204,1
21747,hydrochlorothiazide/C0344375,1
21748,terbinafine/C0553668,1
21749,terbinafine/C0184567,1
21750,doxycycline/C0242429,1
21751,phenylephrine/C0392171,1
21752,doxycycline/C0392171,1
21753,clindamycin/C0392171,1
21754,pregabalin/C2129214,3
21755,pregabalin/C0024031,4
21756,pravastatin/C0232695,1
21757,doxazosin/C0184567,4
21758,omeprazole/C1167842,1
21759,citalopram/C1167842,2
21760,ranolazine/C0543392,1
21761,ranolazine/C0234238,2
21762,ranolazine/C0231528,1
21763,ranolazine/C0013395,1
21764,ranolazine/C0235848,1
21765,ranolazine/C0027497,1
21766,ranolazine/C0085624,1
21767,hydralazine/C0235848,1
21768,ranolazine/C0002962,2
21769,methylnaltrexone/C2004489,2
21770,bupivacaine/C1504383,4
21771,bupivacaine/C0037274,4
21772,bupivacaine/C0241136,4
21773,bupivacaine/C0863084,4
21774,colchicine/C0233763,2
21775,ceftriaxone/C0233763,4
21776,bumetanide/C0239340,1
21777,bumetanide/C0574002,1
21778,bumetanide/C0235886,1
21779,metolazone/C0344232,1
21780,argatroban/C0030232,1
21781,atropine/C0858277,1
21782,diltiazem/C0858277,1
21783,labetalol/C0858277,1
21784,simvastatin/C0858277,1
21785,metoprolol/C0858277,2
21786,linezolid/C0235848,2
21787,amitriptyline/C0858854,1
21788,amitriptyline/C0850149,3
21789,dacarbazine/C0008031,1
21790,dacarbazine/C0008035,1
21791,dacarbazine/C0234238,1
21792,ondansetron/C0008035,2
21793,midazolam/C0008035,2
21794,dexamethasone/C0008035,1
21795,diltiazem/C0008035,1
21796,famotidine/C0008035,5
21797,clopidogrel/C0158328,1
21798,phenylephrine/C0024003,1
21799,lisinopril/C0231749,3
21800,ketorolac/C0856054,2
21801,clopidogrel/C0019825,3
21802,captopril/C0015672,5
21803,metoclopramide/C0013132,2
21804,metoclopramide/C0234192,1
21805,phenylephrine/C0234192,2
21806,captopril/C0392674,1
21807,carvedilol/C0234192,1
21808,quetiapine/C0427055,1
21809,milrinone/C0232292,1
21810,neostigmine/C0232292,2
21811,ciprofloxacin/C0013132,3
21812,atorvastatin/C0234192,2
21813,metoclopramide/C0043352,7
21814,captopril/C0013132,2
21815,atorvastatin/C0232292,4
21816,ketorolac/C0392674,2
21817,ketorolac/C0234192,1
21818,captopril/C0234192,1
21819,glycopyrrolate/C0232292,2
21820,sertraline/C0038450,1
21821,triamcinolone/C0038450,1
21822,triamcinolone/C0041582,1
21823,sertraline/C0041582,2
21824,diltiazem/C0041582,3
21825,terbinafine/C0000737,1
21826,terbinafine/C0231255,1
21827,terbinafine/C0235299,1
21828,terbinafine/C0039070,1
21829,atropine/C0235848,1
21830,miconazole/C0018681,4
21831,octreotide/C0024790,4
21832,nadolol/C0024790,2
21833,desmopressin/C0240962,1
21834,miconazole/C0240962,2
21835,metoclopramide/C0240962,1
21836,nadolol/C0040822,1
21837,sevelamer/C0240962,1
21838,nadolol/C0026837,1
21839,nadolol/C0859032,1
21840,propranolol/C0018681,1
21841,propranolol/C0028259,2
21842,sertraline/C0425449,2
21843,miconazole/C0425449,3
21844,atorvastatin/C0425449,4
21845,tiotropium/C0231856,2
21846,venlafaxine/C1321898,1
21847,sertraline/C0231856,2
21848,methylprednisolone/C0425449,3
21849,venlafaxine/C0231856,1
21850,miconazole/C0231856,3
21851,venlafaxine/C0231875,3
21852,tiotropium/C0425449,2
21853,sertraline/C1321898,3
21854,tiotropium/C0020175,2
21855,venlafaxine/C0425449,1
21856,tiotropium/C2129214,7
21857,venlafaxine/C0020175,2
21858,potassium/C0005747,6
21859,cisatracurium/C0005747,6
21860,midazolam/C0005747,5
21861,metoclopramide/C0005747,2
21862,glycopyrrolate/C0005747,1
21863,neostigmine/C0005747,1
21864,cefazolin/C0005747,2
21865,fentanyl/C0005747,7
21866,phenylephrine/C0005747,5
21867,nitroglycerin/C0005747,2
21868,acetaminophen/C0005747,3
21869,acetaminophen/C0857160,3
21870,lisinopril/C0857160,1
21871,atenolol/C0857160,1
21872,atenolol/C0028643,1
21873,atorvastatin/C0857160,1
21874,hydralazine/C0857160,1
21875,ondansetron/C0473120,4
21876,haloperidol/C0236178,2
21877,haloperidol/C0473120,2
21878,lisinopril/C0277799,2
21879,ondansetron/C0236178,4
21880,aztreonam/C0543392,1
21881,aztreonam/C0948786,3
21882,propranolol/C0856099,1
21883,nadolol/C0234369,1
21884,bumetanide/C0042963,3
21885,duloxetine/C0221232,3
21886,bumetanide/C0221232,1
21887,bumetanide/C0004604,1
21888,bumetanide/C0231528,2
21889,azathioprine/C0231255,4
21890,amiodarone/C0427055,8
21891,ceftazidime/C0028961,2
21892,ketorolac/C0232498,1
21893,fluticasone/C0475765,1
21894,atorvastatin/C0220870,2
21895,nicardipine/C0220870,2
21896,atorvastatin/C0475765,3
21897,nicardipine/C0475765,1
21898,tacrolimus/C0542476,2
21899,clonidine/C0220870,1
21900,tacrolimus/C0475765,1
21901,tacrolimus/C0220870,1
21902,ezetimibe/C0476273,2
21903,ezetimibe/C0475765,1
21904,furosemide/C0220870,2
21905,amlodipine/C0220870,2
21906,omeprazole/C0220870,2
21907,oxycodone/C0475765,2
21908,hydralazine/C0475765,1
21909,dexamethasone/C0475765,1
21910,sevelamer/C0475765,1
21911,duloxetine/C0220870,1
21912,brimonidine/C0039070,2
21913,fluticasone/C0019209,2
21914,diazepam/C0036396,1
21915,losartan/C0281856,1
21916,loperamide/C0281856,2
21917,metoclopramide/C0857332,1
21918,doxercalciferol/C0085631,2
21919,terazosin/C0333243,1
21920,terazosin/C0740441,3
21921,doxercalciferol/C0333243,1
21922,dexmedetomidine/C0850149,3
21923,doxercalciferol/C0010200,1
21924,doxercalciferol/C0850149,1
21925,amiodarone/C0857332,1
21926,terazosin/C0401151,3
21927,dexmedetomidine/C0235848,1
21928,glycopyrrolate/C0857332,1
21929,miconazole/C0857332,1
21930,doxercalciferol/C0033774,1
21931,simvastatin/C0857332,1
21932,doxercalciferol/C2129214,2
21933,terazosin/C0850149,4
21934,doxercalciferol/C0239134,1
21935,neostigmine/C0857332,1
21936,doxercalciferol/C0235848,1
21937,nitroglycerin/C0857332,1
21938,phenylephrine/C0240449,4
21939,milrinone/C0240449,1
21940,nitroglycerin/C0240449,3
21941,sevelamer/C0231875,1
21942,memantine/C0034642,2
21943,memantine/C0221232,1
21944,memantine/C0751295,1
21945,mirtazapine/C0751295,1
21946,donepezil/C0221232,3
21947,memantine/C0035508,2
21948,clarithromycin/C0085631,1
21949,amoxicillin/C0085631,1
21950,clarithromycin/C0004093,1
21951,carvedilol/C0587246,1
21952,amoxicillin/C0023380,2
21953,amoxicillin/C0004093,1
21954,atovaquone/C0423281,1
21955,atovaquone/C0020175,1
21956,atovaquone/C0853891,1
21957,atovaquone/C1619733,1
21958,atovaquone/C0858219,1
21959,tobramycin/C0856054,2
21960,gabapentin/C0024003,1
21961,trazodone/C0024003,2
21962,risperidone/C0024003,1
21963,captopril/C0024003,3
21964,cefazolin/C0700590,4
21965,neostigmine/C0235848,2
21966,glycopyrrolate/C0235848,2
21967,fluvoxamine/C0016382,1
21968,bumetanide/C0016382,2
21969,fluvoxamine/C0041834,1
21970,fluvoxamine/C0231218,1
21971,fluvoxamine/C0221170,1
21972,fluvoxamine/C0035508,1
21973,fexofenadine/C0850149,5
21974,fluvoxamine/C0850149,1
21975,bumetanide/C0028961,3
21976,fluvoxamine/C0030232,1
21977,fluvoxamine/C0030552,1
21978,quetiapine/C0235848,2
21979,fluvoxamine/C0028961,1
21980,fluvoxamine/C0235848,1
